movie_name,recommend_movie
Hamlet 2,"
Recommended Movies: 
Soul Men | Genres: Comedy,Music | Rating: 6.3
Joyful Noise | Genres: Comedy,Music | Rating: 6.7
School of Rock | Genres: Comedy,Music | Rating: 6.7
A Mighty Wind | Genres: Comedy,Music | Rating: 6.6
Bathing Beauty | Genres: Comedy,Music | Rating: 7.0
Wayne's World | Genres: Comedy,Music | Rating: 6.5
Can't Stop the Music | Genres: Comedy,Music | Rating: 4.9
Duets | Genres: Comedy,Drama,Music | Rating: 5.5
The Rocker | Genres: Comedy,Music | Rating: 5.6
Detroit Rock City | Genres: Comedy,Music | Rating: 6.7
"
Velvet Goldmine,"
Recommended Movies: 
Beat the World | Genres: Drama,Music | Rating: 4.3
Grace Unplugged | Genres: Drama,Music | Rating: 6.0
The Business of Fancydancing | Genres: Drama,Music | Rating: 8.0
Jersey Boys | Genres: Drama,Music | Rating: 6.8
Get on Up | Genres: Drama,Music | Rating: 6.4
Battle of the Year | Genres: Drama,Music | Rating: 5.9
Sparkle | Genres: Drama,Music | Rating: 5.8
To Write Love on Her Arms | Genres: Drama,Music | Rating: 6.8
Songcatcher | Genres: Drama,Music | Rating: 5.6
Beyond the Sea | Genres: Drama,Music | Rating: 6.5
"
곡성,"
Recommended Movies: 
Saw VI | Genres: Horror,Mystery | Rating: 6.0
Final Destination 2 | Genres: Horror,Mystery | Rating: 5.9
Final Destination 3 | Genres: Horror,Mystery | Rating: 5.8
Scream 2 | Genres: Horror,Mystery | Rating: 6.1
The Witch | Genres: Horror,Mystery | Rating: 6.3
Paranormal Activity | Genres: Horror,Mystery | Rating: 5.9
Final Destination 5 | Genres: Horror,Mystery | Rating: 5.9
The House of the Devil | Genres: Horror,Mystery | Rating: 6.0
Scream 3 | Genres: Horror,Mystery | Rating: 5.7
The Final Destination | Genres: Horror,Mystery | Rating: 5.4
"
Glee: The Concert Movie,"
Recommended Movies: 
One Direction: This Is Us | Genres: Documentary,Music | Rating: 8.0
Michael Jackson's This Is It | Genres: Documentary,Music | Rating: 6.7
U2 3D | Genres: Documentary,Music | Rating: 6.7
Katy Perry: Part of Me | Genres: Documentary,Music | Rating: 6.5
20 Feet from Stardom | Genres: Documentary,Music | Rating: 7.4
They Will Have to Kill Us First | Genres: Documentary,Music | Rating: 5.0
Scott Walker: 30 Century Man | Genres: Documentary,Music | Rating: 7.0
Soul Men | Genres: Comedy,Music | Rating: 6.3
Free Style | Genres: Drama,Family | Rating: 5.8
The Past Is a Grotesque Animal | Genres: Documentary,Music | Rating: 5.5
"
สุริโยไท,"
Recommended Movies: 
Inchon | Genres: Drama,History,War | Rating: 6.5
Cinco de Mayo: La Batalla | Genres: Drama,History,War | Rating: 5.8
Beneath Hill 60 | Genres: Drama,History,War | Rating: 7.3
Karakter | Genres: Drama,Foreign,History | Rating: 7.7
Fort McCoy | Genres: Drama,History,War | Rating: 6.3
金陵十三釵 | Genres: Drama,History,War | Rating: 7.1
Oorlogswinter | Genres: Drama,History,War | Rating: 6.8
Pandaemonium | Genres: Drama,Foreign | Rating: 4.5
Elle s'appelait Sarah | Genres: Drama,War | Rating: 7.2
Mr. Turner | Genres: Drama,History | Rating: 6.3
"
Due occhi diabolici,"
Recommended Movies: 
The Possession | Genres: Horror,Thriller | Rating: 5.8
The Neon Demon | Genres: Horror,Thriller | Rating: 6.4
The Last Exorcism Part II | Genres: Horror,Thriller | Rating: 4.4
Train | Genres: Horror,Thriller | Rating: 4.8
Out of the Dark | Genres: Horror,Thriller | Rating: 4.6
Below Zero | Genres: Horror,Thriller | Rating: 4.4
Snow White: A Deadly Summer | Genres: Horror,Thriller | Rating: 4.8
Backmask | Genres: Horror,Thriller | Rating: 4.7
The Forest | Genres: Horror,Thriller | Rating: 4.8
Lake Mungo | Genres: Horror,Thriller | Rating: 6.1
"
Barbecue,"
Recommended Movies: 
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Imagine That | Genres: Comedy | Rating: 5.7
Le petit Nicolas | Genres: Comedy | Rating: 5.9
Welcome to Mooseport | Genres: Comedy | Rating: 4.8
Parental Guidance | Genres: Comedy | Rating: 5.7
Tammy | Genres: Comedy | Rating: 5.0
Under the Rainbow | Genres: Comedy | Rating: 4.9
Marci X | Genres: Comedy | Rating: 3.3
Lottery Ticket | Genres: Comedy | Rating: 5.6
Dirty Work | Genres: Comedy | Rating: 6.5
"
All or Nothing,"
Recommended Movies: 
Why Did I Get Married? | Genres: Comedy,Drama | Rating: 6.1
Crazy in Alabama | Genres: Comedy,Drama | Rating: 6.5
For Your Consideration | Genres: Comedy,Drama | Rating: 5.9
There Goes My Baby | Genres: Comedy,Drama | Rating: 8.5
Bamboozled | Genres: Comedy,Drama | Rating: 6.3
The Best Man | Genres: Comedy,Drama | Rating: 6.8
Soul Kitchen | Genres: Comedy,Drama | Rating: 7.1
Another Happy Day | Genres: Comedy,Drama | Rating: 6.2
Smoke Signals | Genres: Comedy,Drama | Rating: 6.6
Last I Heard | Genres: Comedy,Drama | Rating: 6.0
"
Princess Kaiulani,"
Recommended Movies: 
Flash of Genius | Genres: Drama | Rating: 6.3
Won't Back Down | Genres: Drama | Rating: 5.8
The Great Debaters | Genres: Drama | Rating: 6.9
Son of God | Genres: Drama | Rating: 5.9
Winnie Mandela | Genres: Drama | Rating: 5.2
Chiamatemi Francesco - Il Papa della gente | Genres: Drama | Rating: 7.3
My Week with Marilyn | Genres: Drama | Rating: 6.6
Erin Brockovich | Genres: Drama | Rating: 7.1
Secretariat | Genres: Drama | Rating: 6.8
Radio | Genres: Drama | Rating: 6.8
"
Opal Dream,"
Recommended Movies: 
Paa | Genres: Drama,Family,Foreign | Rating: 6.6
Love Ranch | Genres: Drama | Rating: 6.0
Sunshine State | Genres: Drama | Rating: 6.0
The Last Time I Committed Suicide | Genres: Drama | Rating: 6.7
Woman Thou Art Loosed | Genres: Drama | Rating: 5.0
Mooz-lum | Genres: Drama | Rating: 4.5
Slam | Genres: Drama | Rating: 6.7
L.I.E. Long Island Expressway | Genres: Drama | Rating: 6.7
Osama | Genres: Drama | Rating: 6.3
Everything Put Together | Genres: Drama | Rating: 5.0
"
Flammen & Citronen,"
Recommended Movies: 
Oorlogswinter | Genres: Drama,History,War | Rating: 6.8
Inchon | Genres: Drama,History,War | Rating: 6.5
Cinco de Mayo: La Batalla | Genres: Drama,History,War | Rating: 5.8
Beneath Hill 60 | Genres: Drama,History,War | Rating: 7.3
Fort McCoy | Genres: Drama,History,War | Rating: 6.3
金陵十三釵 | Genres: Drama,History,War | Rating: 7.1
A Bridge Too Far | Genres: Drama,History,War | Rating: 6.9
J. Edgar | Genres: Crime,Drama,History | Rating: 6.0
Flags of Our Fathers | Genres: Drama,History,War | Rating: 6.7
Wall Street: Money Never Sleeps | Genres: Crime,Drama | Rating: 5.8
"
Undiscovered,"
Recommended Movies: 
Star Trek III: The Search for Spock | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.4
Star Trek: Insurrection | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.3
Star Trek V: The Final Frontier | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.6
The Core | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.4
A Sound of Thunder | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 4.8
Street Fighter: The Legend of Chun-Li | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 3.9
X2 | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.8
Star Trek: Generations | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.4
Star Trek: First Contact | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 7.0
Firefox | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.5
"
Red Riding: In the Year of Our Lord 1974,"
Recommended Movies: 
Slow Burn | Genres: Crime,Drama,Mystery,Thriller | Rating: 5.5
Broken Horses | Genres: Crime,Drama,Mystery,Thriller | Rating: 5.0
Brigham City | Genres: Crime,Drama,Mystery,Thriller | Rating: 7.3
Blood Ties | Genres: Crime,Drama,Thriller | Rating: 6.0
Zulu | Genres: Crime,Drama,Thriller | Rating: 6.7
The Son of No One | Genres: Crime,Drama,Thriller | Rating: 4.8
Awake | Genres: Crime,Mystery,Thriller | Rating: 6.3
N-Secure | Genres: Crime,Drama,Thriller | Rating: 4.3
Adulterers | Genres: Crime,Drama,Thriller | Rating: 5.2
Compliance | Genres: Crime,Drama,Thriller | Rating: 6.3
"
La Fille du RER,"
Recommended Movies: 
Moonlight Mile | Genres: Drama,Romance | Rating: 6.5
The Emperor's Club | Genres: Drama,Romance | Rating: 6.9
The House of Mirth | Genres: Drama,Romance | Rating: 6.4
Peaceful Warrior | Genres: Drama,Romance | Rating: 7.3
The Work and the Glory | Genres: Drama,Romance | Rating: 6.1
The Heart of Me | Genres: Drama,Romance | Rating: 7.7
Not Easily Broken | Genres: Drama,Romance | Rating: 6.3
Camping Sauvage | Genres: Drama,Romance | Rating: 4.8
The Velocity of Gary | Genres: Drama,Romance | Rating: 4.2
Dabba | Genres: Drama,Romance | Rating: 7.3
"
Veronika Decides to Die,"
Recommended Movies: 
The Yellow Handkerchief | Genres: Drama,Romance | Rating: 6.4
Lovely, Still | Genres: Drama,Romance | Rating: 6.2
Yes | Genres: Drama,Romance | Rating: 5.9
Forty Shades of Blue | Genres: Drama,Romance | Rating: 6.0
You Can Count on Me | Genres: Drama,Romance | Rating: 6.8
Ruby in Paradise | Genres: Drama,Romance | Rating: 5.6
Raising Victor Vargas | Genres: Drama,Romance | Rating: 7.8
Twin Falls Idaho | Genres: Drama,Romance | Rating: 7.0
The Exploding Girl | Genres: Drama,Romance | Rating: 6.4
Bright Star | Genres: Drama,Romance | Rating: 6.8
"
Crocodile Dundee,"
Recommended Movies: 
Mortdecai | Genres: Adventure,Comedy | Rating: 5.4
Crocodile Dundee II | Genres: Adventure,Comedy | Rating: 5.5
Harold & Kumar Escape from Guantanamo Bay | Genres: Adventure,Comedy | Rating: 6.2
Rat Race | Genres: Adventure,Comedy | Rating: 6.0
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Jack and Jill | Genres: Comedy | Rating: 4.1
The Dictator | Genres: Comedy | Rating: 5.9
Tango & Cash | Genres: Action,Adventure,Comedy | Rating: 6.1
Imagine That | Genres: Comedy | Rating: 5.7
Daddy's Home | Genres: Comedy | Rating: 5.8
"
"Ultramarines: A Warhammer 40,000 Movie","
Recommended Movies: 
キャプテンハーロック | Genres: Animation,ScienceFiction | Rating: 6.5
Dwegons | Genres: Animation | Rating: 0.5
Space Battleship Yamato | Genres: ScienceFiction | Rating: 6.3
Pooh's Heffalump Movie | Genres: Animation,Family | Rating: 6.4
Thomas and the Magic Railroad | Genres: Animation,Drama,Family,ScienceFiction | Rating: 4.6
Womb | Genres: Romance,ScienceFiction | Rating: 5.9
Hey Arnold! The Movie | Genres: Animation,Family | Rating: 5.6
कृष | Genres: Action,ScienceFiction | Rating: 5.5
Трудно быть богом | Genres: Drama,ScienceFiction | Rating: 6.7
Снежная королева | Genres: Animation,Fantasy | Rating: 5.1
"
The I Inside,"
Recommended Movies: 
The Thirteenth Floor | Genres: Mystery,ScienceFiction,Thriller | Rating: 6.8
Cargo | Genres: Mystery,ScienceFiction,Thriller | Rating: 5.9
Super 8 | Genres: Mystery,ScienceFiction,Thriller | Rating: 6.6
Enter Nowhere | Genres: Mystery,ScienceFiction,Thriller | Rating: 6.5
Source Code | Genres: Mystery,ScienceFiction,Thriller | Rating: 7.1
Before I Go to Sleep | Genres: Mystery,Thriller | Rating: 6.2
In the Cut | Genres: Mystery,Thriller | Rating: 4.6
Windsor Drive | Genres: Mystery,Thriller | Rating: 2.0
Cube | Genres: Mystery,ScienceFiction,Thriller | Rating: 6.9
Yesterday Was a Lie | Genres: Drama,Mystery,ScienceFiction,Thriller | Rating: 6.0
"
Beneath Hill 60,"
Recommended Movies: 
Inchon | Genres: Drama,History,War | Rating: 6.5
Elle s'appelait Sarah | Genres: Drama,War | Rating: 7.2
Shattered Glass | Genres: Drama,History | Rating: 6.6
Nomad | Genres: Action,History,War | Rating: 4.3
Cradle Will Rock | Genres: Drama | Rating: 7.2
Extraordinary Measures | Genres: Drama | Rating: 6.0
Hands of Stone | Genres: Drama | Rating: 6.1
ATL | Genres: Drama | Rating: 6.0
まあだだよ | Genres: Drama | Rating: 7.5
La femme de chambre du Titanic | Genres: Drama | Rating: 5.3
"
Polisse,"
Recommended Movies: 
Wuthering Heights | Genres: Drama | Rating: 6.9
The Greatest | Genres: Drama | Rating: 6.2
Song One | Genres: Drama | Rating: 5.5
Proud | Genres: Drama | Rating: 5.5
Old Joy | Genres: Drama | Rating: 6.3
The Beaver | Genres: Drama | Rating: 6.3
Copying Beethoven | Genres: Drama | Rating: 6.2
Morvern Callar | Genres: Drama | Rating: 7.2
Zipper | Genres: Drama,Thriller | Rating: 5.5
Adore | Genres: Drama | Rating: 6.1
"
Awake,"
Recommended Movies: 
Abraham Lincoln: Vampire Hunter | Genres: Action,Fantasy,Horror | Rating: 5.5
Wolves | Genres: Action,Horror | Rating: 5.7
Escape from Tomorrow | Genres: Fantasy,Horror | Rating: 4.8
BloodRayne | Genres: Action,Adventure,Fantasy,Horror | Rating: 3.5
The Beastmaster | Genres: Action,Fantasy | Rating: 6.0
Bled | Genres: Horror | Rating: 3.8
Ink | Genres: Action,Fantasy | Rating: 6.4
The Mummy: Tomb of the Dragon Emperor | Genres: Action,Adventure,Fantasy | Rating: 5.2
The Nutcracker: The Untold Story | Genres: Action,Family,Fantasy | Rating: 5.4
西游记之孙悟空三打白骨精 | Genres: Action,Adventure,Fantasy | Rating: 6.0
"
Skin Trade,"
Recommended Movies: 
Raise the Titanic | Genres: Action,Drama,Thriller | Rating: 5.2
Paparazzi | Genres: Action,Drama,Thriller | Rating: 5.8
Silent Trigger | Genres: Action,Drama,Thriller | Rating: 5.0
Sugar Hill | Genres: Action,Drama,Thriller | Rating: 5.2
Brooklyn Rules | Genres: Action,Drama,Thriller | Rating: 5.8
Swelter | Genres: Action,Drama,Thriller | Rating: 4.6
Wicked Blood | Genres: Action,Drama,Thriller | Rating: 5.3
Dinner Rush | Genres: Action,Drama,Thriller | Rating: 7.1
This Thing of Ours | Genres: Action,Drama,Thriller | Rating: 5.0
Ladder 49 | Genres: Action,Drama,Thriller | Rating: 6.2
"
The Lost Boys,"
Recommended Movies: 
R.L. Stine's Monsterville: The Cabinet of Souls | Genres: Comedy,Horror | Rating: 6.9
A Haunted House 2 | Genres: Comedy,Horror | Rating: 5.4
Stung | Genres: Comedy,Horror | Rating: 4.9
Teeth | Genres: Comedy,Horror | Rating: 5.2
Girls Gone Dead | Genres: Comedy,Horror | Rating: 3.5
Love in the Time of Monsters | Genres: Comedy,Horror | Rating: 5.0
My Name Is Bruce | Genres: Comedy,Horror | Rating: 5.9
Poultrygeist: Night of the Chicken Dead | Genres: Comedy,Horror | Rating: 5.9
Fright Night | Genres: Comedy,Horror | Rating: 6.0
Stan Helsing | Genres: Comedy,Horror | Rating: 4.0
"
Crazy Heart,"
Recommended Movies: 
Groove | Genres: Drama,Music,Romance | Rating: 5.6
Krush Groove | Genres: Drama,Music,Romance | Rating: 7.0
We Are Your Friends | Genres: Drama,Music,Romance | Rating: 6.3
The Rose | Genres: Drama,Music,Romance | Rating: 6.8
Alexander's Ragtime Band | Genres: Drama,Music,Romance | Rating: 4.8
New York, New York | Genres: Drama,Music,Romance | Rating: 6.1
Flashdance | Genres: Drama,Music,Romance | Rating: 6.1
The Broadway Melody | Genres: Drama,Music,Romance | Rating: 5.0
Step Up Revolution | Genres: Drama,Music,Romance | Rating: 6.7
Yentl | Genres: Drama,Music,Romance | Rating: 6.2
"
The Rose,"
Recommended Movies: 
Krush Groove | Genres: Drama,Music,Romance | Rating: 7.0
We Are Your Friends | Genres: Drama,Music,Romance | Rating: 6.3
Groove | Genres: Drama,Music,Romance | Rating: 5.6
Alexander's Ragtime Band | Genres: Drama,Music,Romance | Rating: 4.8
New York, New York | Genres: Drama,Music,Romance | Rating: 6.1
Flashdance | Genres: Drama,Music,Romance | Rating: 6.1
Step Up Revolution | Genres: Drama,Music,Romance | Rating: 6.7
The Best of Me | Genres: Drama,Romance | Rating: 7.2
Moonlight Mile | Genres: Drama,Romance | Rating: 6.5
Endless Love | Genres: Drama,Romance | Rating: 6.7
"
Baggage Claim,"
Recommended Movies: 
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Imagine That | Genres: Comedy | Rating: 5.7
Le petit Nicolas | Genres: Comedy | Rating: 5.9
Welcome to Mooseport | Genres: Comedy | Rating: 4.8
Parental Guidance | Genres: Comedy | Rating: 5.7
Tammy | Genres: Comedy | Rating: 5.0
Under the Rainbow | Genres: Comedy | Rating: 4.9
Marci X | Genres: Comedy | Rating: 3.3
Lottery Ticket | Genres: Comedy | Rating: 5.6
Dirty Work | Genres: Comedy | Rating: 6.5
"
Barbarella,"
Recommended Movies: 
Space Battleship Yamato | Genres: ScienceFiction | Rating: 6.3
Invaders from Mars | Genres: ScienceFiction | Rating: 5.5
Def-Con 4 | Genres: ScienceFiction | Rating: 2.8
Queen Crab | Genres: ScienceFiction | Rating: 3.3
The Divide | Genres: ScienceFiction | Rating: 5.7
Mutant World | Genres: ScienceFiction | Rating: 2.6
キャプテンハーロック | Genres: Animation,ScienceFiction | Rating: 6.5
Womb | Genres: Romance,ScienceFiction | Rating: 5.9
कृष | Genres: Action,ScienceFiction | Rating: 5.5
Ultramarines: A Warhammer 40,000 Movie | Genres: Animation,ScienceFiction | Rating: 5.2
"
Håkon Håkonsen,"
Recommended Movies: 
The Lost Medallion: The Adventures of Billy Stone | Genres: Adventure,Family | Rating: 5.6
Flipper | Genres: Adventure,Family | Rating: 5.3
Return to Oz | Genres: Adventure,Family,Fantasy | Rating: 6.7
Doogal | Genres: Family | Rating: 3.2
The Oogieloves in the Big Balloon Adventure | Genres: Family | Rating: 2.2
Rapa Nui | Genres: Adventure | Rating: 6.2
Catch That Kid | Genres: Action,Adventure,Family | Rating: 4.9
The Adventures of Elmo in Grouchland | Genres: Family | Rating: 6.3
Shanghai Surprise | Genres: Adventure | Rating: 2.9
Barney's Great Adventure | Genres: Family | Rating: 2.9
"
Election,"
Recommended Movies: 
Unsullied | Genres: Action,Horror,Thriller | Rating: 3.0
Wind Walkers | Genres: Action,Horror,Thriller | Rating: 7.5
Unnatural | Genres: Action,Horror,Thriller | Rating: 4.3
Grindhouse | Genres: Action,Horror,Thriller | Rating: 6.8
Megiddo: The Omega Code 2 | Genres: Action,ScienceFiction,Thriller | Rating: 3.6
Ong Bak 2 | Genres: Action,Adventure,Thriller | Rating: 6.0
Insidious: Chapter 3 | Genres: Drama,Horror,Thriller | Rating: 6.2
Unstoppable | Genres: Action,Thriller | Rating: 6.3
Shadow Conspiracy | Genres: Action,Thriller | Rating: 4.0
The Possession | Genres: Horror,Thriller | Rating: 5.8
"
The Namesake,"
Recommended Movies: 
Morvern Callar | Genres: Drama | Rating: 7.2
Thirteen Conversations About One Thing | Genres: Drama | Rating: 6.4
La misma luna | Genres: Drama | Rating: 7.0
Blue Car | Genres: Drama | Rating: 6.7
Love Ranch | Genres: Drama | Rating: 6.0
Polisse | Genres: Drama | Rating: 7.9
Wuthering Heights | Genres: Drama | Rating: 6.9
The Greatest | Genres: Drama | Rating: 6.2
Song One | Genres: Drama | Rating: 5.5
Sunshine State | Genres: Drama | Rating: 6.0
"
The DUFF,"
Recommended Movies: 
About Last Night | Genres: Comedy,Romance | Rating: 6.0
Trippin' | Genres: Comedy,Romance | Rating: 4.5
Beauty Shop | Genres: Comedy,Romance | Rating: 5.4
Un Plan parfait | Genres: Comedy,Romance | Rating: 5.6
Say It Isn't So | Genres: Comedy,Romance | Rating: 4.8
Think Like a Man Too | Genres: Comedy,Romance | Rating: 6.4
Hardball | Genres: Comedy,Romance | Rating: 6.3
Why Did I Get Married Too? | Genres: Comedy,Romance | Rating: 6.1
My Boss's Daughter | Genres: Comedy,Romance | Rating: 4.4
I Think I Love My Wife | Genres: Comedy,Romance | Rating: 5.0
"
Glitter,"
Recommended Movies: 
The Best of Me | Genres: Drama,Romance | Rating: 7.2
Moonlight Mile | Genres: Drama,Romance | Rating: 6.5
Endless Love | Genres: Drama,Romance | Rating: 6.7
The Last Station | Genres: Drama,Romance | Rating: 6.7
The Yellow Handkerchief | Genres: Drama,Romance | Rating: 6.4
The Emperor's Club | Genres: Drama,Romance | Rating: 6.9
Darling Companion | Genres: Drama,Romance | Rating: 5.3
Mo' Better Blues | Genres: Drama,Romance | Rating: 6.3
The House of Mirth | Genres: Drama,Romance | Rating: 6.4
Peaceful Warrior | Genres: Drama,Romance | Rating: 7.3
"
The Haunting in Connecticut 2: Ghosts of Georgia,"
Recommended Movies: 
Stoker | Genres: Drama,Horror,Thriller | Rating: 6.5
Insidious: Chapter 3 | Genres: Drama,Horror,Thriller | Rating: 6.2
Thr3e | Genres: Drama,Horror,Thriller | Rating: 4.8
El orfanato | Genres: Drama,Horror,Thriller | Rating: 7.1
Locker 13 | Genres: Drama,Horror,Thriller | Rating: 6.8
The Wolfman | Genres: Drama,Horror,Thriller | Rating: 5.5
The Reef | Genres: Drama,Horror,Thriller | Rating: 5.4
Dreamcatcher | Genres: Drama,Horror,ScienceFiction,Thriller | Rating: 5.3
Beloved | Genres: Drama,Thriller | Rating: 5.9
The Statement | Genres: Drama,Thriller | Rating: 5.9
"
실미도,"
Recommended Movies: 
葉問3 | Genres: Action,Drama,History | Rating: 6.5
三国之见龙卸甲 | Genres: Action,Drama,History | Rating: 6.6
Waterloo | Genres: Action,Drama,History | Rating: 7.0
55 Days at Peking | Genres: Action,Drama,History | Rating: 6.3
一代宗師 | Genres: Action,Drama,History | Rating: 6.3
Penitentiary | Genres: Action,Drama | Rating: 4.9
投名狀 | Genres: Action,Drama,History | Rating: 6.3
刺客聶隱娘 | Genres: Action,Drama,History | Rating: 6.6
Southpaw | Genres: Action,Drama | Rating: 7.3
Mr. Turner | Genres: Drama,History | Rating: 6.3
"
Bright Star,"
Recommended Movies: 
The Last Station | Genres: Drama,Romance | Rating: 6.7
The Yellow Handkerchief | Genres: Drama,Romance | Rating: 6.4
Lovely, Still | Genres: Drama,Romance | Rating: 6.2
Yes | Genres: Drama,Romance | Rating: 5.9
Forty Shades of Blue | Genres: Drama,Romance | Rating: 6.0
You Can Count on Me | Genres: Drama,Romance | Rating: 6.8
Ruby in Paradise | Genres: Drama,Romance | Rating: 5.6
Raising Victor Vargas | Genres: Drama,Romance | Rating: 7.8
Twin Falls Idaho | Genres: Drama,Romance | Rating: 7.0
The Exploding Girl | Genres: Drama,Romance | Rating: 6.4
"
My Name Is Khan,"
Recommended Movies: 
Jab Tak Hai Jaan | Genres: Drama,Romance | Rating: 7.3
The Best of Me | Genres: Drama,Romance | Rating: 7.2
Moonlight Mile | Genres: Drama,Romance | Rating: 6.5
Endless Love | Genres: Drama,Romance | Rating: 6.7
The Last Station | Genres: Drama,Romance | Rating: 6.7
The Yellow Handkerchief | Genres: Drama,Romance | Rating: 6.4
The Emperor's Club | Genres: Drama,Romance | Rating: 6.9
Darling Companion | Genres: Drama,Romance | Rating: 5.3
Mo' Better Blues | Genres: Drama,Romance | Rating: 6.3
The House of Mirth | Genres: Drama,Romance | Rating: 6.4
"
All Is Lost,"
Recommended Movies: 
天將雄師 | Genres: Action,Adventure,Drama | Rating: 5.9
Rockaway | Genres: Action,Adventure,Drama | Rating: 5.8
Highway | Genres: Action,Adventure,Drama | Rating: 5.6
Mercy Streets | Genres: Action,Adventure,Drama | Rating: 5.5
Madison | Genres: Action,Adventure,Drama | Rating: 5.3
American Ninja 2: The Confrontation | Genres: Action,Adventure,Drama | Rating: 4.9
The Man in the Iron Mask | Genres: Action,Adventure,Drama | Rating: 6.3
Crossover | Genres: Action,Adventure,Drama | Rating: 4.2
Exodus: Gods and Kings | Genres: Action,Adventure,Drama | Rating: 5.6
The Huntsman: Winter's War | Genres: Action,Adventure,Drama | Rating: 6.0
"
Limbo,"
Recommended Movies: 
Beloved | Genres: Drama,Thriller | Rating: 5.9
The Statement | Genres: Drama,Thriller | Rating: 5.9
I Come with the Rain | Genres: Drama,Thriller | Rating: 5.6
Light It Up | Genres: Drama,Thriller | Rating: 6.6
Misconduct | Genres: Drama,Thriller | Rating: 5.3
Tracker | Genres: Action,Adventure,Drama,Thriller | Rating: 6.0
Trade Of Innocents | Genres: Drama,Thriller | Rating: 5.5
天將雄師 | Genres: Action,Adventure,Drama | Rating: 5.9
Last Holiday | Genres: Adventure,Comedy,Drama | Rating: 6.4
Raise the Titanic | Genres: Action,Drama,Thriller | Rating: 5.2
"
Namastey London,"
Recommended Movies: 
Moonlight Mile | Genres: Drama,Romance | Rating: 6.5
Pandaemonium | Genres: Drama,Foreign | Rating: 4.5
The Emperor's Club | Genres: Drama,Romance | Rating: 6.9
Housefull | Genres: Comedy,Drama,Foreign,Romance | Rating: 5.2
The House of Mirth | Genres: Drama,Romance | Rating: 6.4
Peaceful Warrior | Genres: Drama,Romance | Rating: 7.3
La Fille du RER | Genres: Drama,Romance | Rating: 5.6
The Work and the Glory | Genres: Drama,Romance | Rating: 6.1
The Heart of Me | Genres: Drama,Romance | Rating: 7.7
Not Easily Broken | Genres: Drama,Romance | Rating: 6.3
"
The Wind That Shakes the Barley,"
Recommended Movies: 
Inchon | Genres: Drama,History,War | Rating: 6.5
Cinco de Mayo: La Batalla | Genres: Drama,History,War | Rating: 5.8
Beneath Hill 60 | Genres: Drama,History,War | Rating: 7.3
Fort McCoy | Genres: Drama,History,War | Rating: 6.3
金陵十三釵 | Genres: Drama,History,War | Rating: 7.1
Oorlogswinter | Genres: Drama,History,War | Rating: 6.8
A Bridge Too Far | Genres: Drama,History,War | Rating: 6.9
Gettysburg | Genres: Drama,History,War | Rating: 6.6
Gods and Generals | Genres: Drama,History,War | Rating: 6.1
Flags of Our Fathers | Genres: Drama,History,War | Rating: 6.7
"
Yeh Jawaani Hai Deewani,"
Recommended Movies: 
Beauty Shop | Genres: Comedy,Romance | Rating: 5.4
Un Plan parfait | Genres: Comedy,Romance | Rating: 5.6
Say It Isn't So | Genres: Comedy,Romance | Rating: 4.8
Think Like a Man Too | Genres: Comedy,Romance | Rating: 6.4
Moonlight Mile | Genres: Drama,Romance | Rating: 6.5
Why Did I Get Married Too? | Genres: Comedy,Romance | Rating: 6.1
My Boss's Daughter | Genres: Comedy,Romance | Rating: 4.4
I Think I Love My Wife | Genres: Comedy,Romance | Rating: 5.0
Easy Virtue | Genres: Comedy,Romance | Rating: 6.3
Two Can Play That Game | Genres: Comedy,Romance | Rating: 6.6
"
Quo Vadis,"
Recommended Movies: 
三城记 | Genres: Drama,History,Romance | Rating: 6.3
Cleopatra | Genres: Drama,History,Romance | Rating: 6.7
The New World | Genres: Drama,History,Romance | Rating: 6.4
Kama Sutra - A Tale of Love | Genres: Drama,History,Romance | Rating: 5.7
The Fall of the Roman Empire | Genres: Drama,History | Rating: 6.0
The Duchess | Genres: Drama,History,Romance | Rating: 6.7
Memoirs of a Geisha | Genres: Drama,History,Romance | Rating: 7.3
The Scarlet Letter | Genres: Drama,History,Romance | Rating: 5.5
The Best of Me | Genres: Drama,Romance | Rating: 7.2
Moonlight Mile | Genres: Drama,Romance | Rating: 6.5
"
